"Record Date","Agency Bureau Indicator","Agency Name","Bureau Name","Total Eligible Debt Amount","Total Eligible Debt Count","Eligible Debt Referred Amount","Eligible Debt Referred Count","Eligible Debt Not Referred Amount","Eligible Debt Not Referred Count","Compliance Rate Amount","Compliance Rate Count","CFO Agency Indicator","Fiscal Year","Fiscal Quarter Number","Calendar Year","Calendar Quarter Number","Calendar Month Number","Calendar Day Number"
"2022-03-31","Agency","Export - Import  Bank","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Export - Import  Bank","Export-Import Bank","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Farm Credit Administration","null","630","1","630","1","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Farm Credit Administration","Farm Credit Administration","630","1","630","1","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Farm Credit Administration","Farm Credit System Insurance Corporation","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Federal Communications Commission","null","224360279","13425","224360279","13425","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Federal Communications Commission","Federal Communications Commission","224360279","13425","224360279","13425","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Federal Deposit Insurance Corporation","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Federal Deposit Insurance Corporation","Federal Deposit Insurance Corporation","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Federal Election Commission","null","1357375","209","1357375","209","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Federal Election Commission","Federal Election Commission","1357375","209","1357375","209","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Federal Labor Relations Authority","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Federal Labor Relations Authority","Federal Labor Relations Authority","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Federal Maritime Commission","null","397583","6","397583","6","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Federal Maritime Commission","Salaries and Expenses","397583","6","397583","6","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Federal Mediation/Conciliation Service","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Federal Mediation/Conciliation Service","Federal Mediation/Conciliation Service","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Federal Trade Commission","null","482197221","73","482197221","73","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Federal Trade Commission","Federal Trade Commission","482197221","73","482197221","73","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Funds Appropriated to the President","null","1236060","7","0","0","1236060","7","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Funds Appropriated to the President","African Development Foundation","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Funds Appropriated to the President","Defense Security Assistance Agency","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Funds Appropriated to the President","Executive Branch","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Funds Appropriated to the President","Inter-American Foundation","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Funds Appropriated to the President","Peace Corps","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Funds Appropriated to the President","Trade and Development Agency","1236060","7","0","0","1236060","7","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","General Services Administration","null","15381450","1932","13983082","1450","1398368","482","90.90873747273501","75.05175983436853","CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","General Services Administration","General Services Administration","15381450","1932","13983082","1450","1398368","482","90.90873747273501","75.05175983436853","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Legis Branch-Library of Congress","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Legis Branch-Library of Congress","Library of Congress","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Legislative Branch - U.S. House/Senate","null","276073","203","0","0","276073","203","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Legislative Branch - U.S. House/Senate","U.S. House of Representatives","276073","203","0","0","276073","203","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Legislative Branch-CBO","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Legislative Branch-CBO","Congressional Budget Office","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Legislative Branch-GAO","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Legislative Branch-GAO","Government Accountability Office","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Legislative Branch-GPO","null","75651","9","75651","9","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Legislative Branch-GPO","Government Publishing Office","75651","9","75651","9","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Legislative Branch-Office of Tech.","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Legislative Branch-Office of Tech.","Medicaid & CHIP Payment & Access Comm.","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Legislative Branch-Office of Tech.","Open World Leadership","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Merit Systems Protection Board","null","144","1","144","1","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Merit Systems Protection Board","Merit Systems Protection Board","144","1","144","1","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","National Aeronautics and Space Administration","null","1558415","128","1558415","128","0","0","100.0","100.0","CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","National Aeronautics and Space Administration","National Aeronautics and Space Admin","1558415","128","1558415","128","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","National Archives & Records Admin","null","118077","100","118077","100","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","National Archives & Records Admin","Nat'l Archives & Records Administration","118077","100","118077","100","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","National Credit Union Administration","null","4885","10","0","0","4885","10","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","National Credit Union Administration","National Credit Union Administration","4885","10","0","0","4885","10","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","National Foundation  Arts & Humanities","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","National Foundation  Arts & Humanities","National Endowment for the Arts","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","National Foundation  Arts & Humanities","National Endowment for the Humanities","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","National Labor Relations Board","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","National Labor Relations Board","National Labor Relations Board","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","National Science Foundation","null","561973","58","561973","58","0","0","100.0","100.0","CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","National Science Foundation","National Science Foundation","561973","58","561973","58","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Neighborhood Reinvestment Corporation","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Neighborhood Reinvestment Corporation","Neighborhood Reinvestment Corporation","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Nuclear Regulatory Commission","null","2780487","353","2780487","353","0","0","100.0","100.0","CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Nuclear Regulatory Commission","Nuclear Regulatory Commission","2780487","353","2780487","353","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Occupational Safety & Health Rev Comm","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Occupational Safety & Health Rev Comm","Occupational Safety & Health Rev Comm","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Office of Compliance","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Office of Compliance","Office of Compliance","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Office of Government Ethics","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Office of Government Ethics","Office of Government Ethics","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Office of Personnel Management","null","12101605","750","11297986","658","803619","92","93.3594015008753","87.73333333333333","CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Office of Personnel Management","Office of Personnel Management","12101605","750","11297986","658","803619","92","93.3594015008753","87.73333333333333","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Office of Special Counsel","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Office of Special Counsel","Office of Special Counsel","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Other Agencies","null","933692","73","59711","5","873981","68","6.395149578233507","6.8493150684931505","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Advisory Council on Hist. Preservation","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Archit.&Trans. Barriers Compliance Bd","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Architect of the Capitol","38896","17","0","0","38896","17","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Chemical Safety Board","33630","2","33630","2","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Comm. for Purchase from Blind/Handic.","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Commission On Fine Arts","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Consumer Financial Protection Bureau","645558","16","21151","1","624407","15","3.276390347575276","6.25","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Council of Insps. Gen. of Intg. & Effy.","3032","6","0","0","3032","6","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Defense Nuclear Facilities Safety Board","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Delta Regional Authority","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Denali Commission","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","District of Columbia Government","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Election Assistance Commission","5576","1","0","0","5576","1","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Federal Housing Finance Agency","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Federal Housing Finance Agency OIG","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Federal Mine Safety & Health Review Comm","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Gulf Coast Ecosystem Restoration Council","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","James Madison Memorial Fellowship","193379","24","0","0","193379","24","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","John C. Stennis","2934","2","0","0","2934","2","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Millennium Challenge Corporation","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Morris K. Udall Scholarship","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","National Capital Planning Commission","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","National Council on Disability","1579","2","0","0","1579","2","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","National Mediation Board","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","National Transportation Safety Board","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Privacy & Civil Liberties Oversight Bd","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","Surface Transportation Board","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","U.S.  Agency of Global Media","4930","2","4930","2","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","U.S. Holocaust Memorial Council","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","U.S. Inst. for Env. Conflict Resolution","4178","1","0","0","4178","1","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies","U.S. Institute of Peace","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Other Agencies/Boards/Commissions","null","1024","1","0","0","1024","1","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies/Boards/Commissions","Medicare Payment Advisory Commission","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies/Boards/Commissions","Nuclear Waste Technical Review Board","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies/Boards/Commissions","U.S. Comm. on Int. Religious Freedom","1024","1","0","0","1024","1","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Other Agencies/Boards/Commissions","U.S.-China Security Review Commission","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Pension Benefit Guaranty Corp","null","3066618","893","3066618","893","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Pension Benefit Guaranty Corp","Pension Benefit Guaranty Corporation","3066618","893","3066618","893","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Presidio Trust Corporation","null","1650426","81","1485087","66","165339","15","89.98204100032355","81.48148148148148","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Presidio Trust Corporation","Presidio Trust Corporation","1650426","81","1485087","66","165339","15","89.98204100032355","81.48148148148148","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Railroad Retirement Board","null","21404640","4106","21404640","4106","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Railroad Retirement Board","Railroad Retirement Board","21404640","4106","21404640","4106","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Securities & Exchange Commission","null","2139047801","1183","2139047801","1183","0","0","100.0","100.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Securities & Exchange Commission","SEC Enforcement","2138806537","1135","2138806537","1135","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Securities & Exchange Commission","Securities and Exchange Commission","241264","48","241264","48","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Selective Service System","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Selective Service System","Selective Service System","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Small Business Administration","null","12433141154","127057","12433141154","127057","0","0","100.0","100.0","CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Small Business Administration","Small Business Administration","12433141154","127057","12433141154","127057","0","0","100.0","100.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Smithsonian Institution","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Smithsonian Institution","Administrative Conference of the US","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Smithsonian Institution","JFK Center for the Performing Arts","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Smithsonian Institution","National Gallery of Art","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Smithsonian Institution","Smithsonian Institution","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Social Security Administration","null","4399579827","1325949","2643004849","452647","1756574978","873302","60.07402872383431","34.137587493938305","CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Social Security Administration","Social Security Administration","4399579827","1325949","2643004849","452647","1756574978","873302","60.07402872383431","34.137587493938305","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","Tennessee Valley Authority","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","Tennessee Valley Authority","Tennessee Valley Authority","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","The Judiciary","null","1007958","292","995992","165","11966","127","98.81284736070351","56.50684931506849","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","The Judiciary","Administrative Office of the U.S. Courts","1007958","292","995992","165","11966","127","98.81284736070351","56.50684931506849","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","U.S. Court of Appeals / Veterans Claims","null","511","1","0","0","511","1","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","U.S. Court of Appeals / Veterans Claims","U.S. Court of Appeals / Veterans Claims","511","1","0","0","511","1","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","U.S. Postal Service","null","73458473","61860","55824621","50582","17633852","11278","75.9948018521975","81.7685095376657","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","U.S. Postal Service","U.S. Postal Service","73458473","61860","55824621","50582","17633852","11278","75.9948018521975","81.7685095376657","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","U.S. Tax Court","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","U.S. Tax Court","U.S. Tax Court","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2022-03-31","Agency","US International Development Fin. Corp.","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","2","2022","1","03","31"
"2022-03-31","Bureau","US International Development Fin. Corp.","US International Development Fin. Corp.","0","0","0","0","0","0","0.0","0.0","null","2022","2","2022","1","03","31"
"2021-12-31","Agency","Agency for International Development","null","39929663","54","39929663","54","0","0","100.0","100.0","CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Agency for International Development","Agency for International Development","39929663","54","39929663","54","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","American Battle Monuments Commission","null","0","0","0","0","0","0","0.0","0.0","Non-CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","American Battle Monuments Commission","American Battle Monuments Commission","0","0","0","0","0","0","0.0","0.0","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Armed Forces Retirement Home","null","116284","121","78202","103","38082","18","67.25086856317292","85.12396694214875","Non-CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Armed Forces Retirement Home","Armed Forces Retirement Home","116284","121","78202","103","38082","18","67.25086856317292","85.12396694214875","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Commodity Futures Trading Commission","null","661847583","365","661847583","365","0","0","100.0","100.0","Non-CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Commodity Futures Trading Commission","Commodity Futures Trading Commission","661847583","365","661847583","365","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Consumer Product Safety Commission","null","2500","1","2500","1","0","0","100.0","100.0","Non-CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Consumer Product Safety Commission","Consumer Product Safety Commission","2500","1","2500","1","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Corp. for National and Community Service","null","4536611","1221","3581080","151","955531","1070","78.9373389078323","12.366912366912366","Non-CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Corp. for National and Community Service","Corp. for National and Community Service","4536611","1221","3581080","151","955531","1070","78.9373389078323","12.366912366912366","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Department of Agriculture","null","1780700574","62508","1758290701","56999","22409873","5509","98.74151368696083","91.18672809880336","CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Agriculture","Agricultural Marketing Service","5658332","2616","4916401","518","741931","2098","86.88781428873385","19.801223241590215","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Agriculture","Commodity Credit Corporation","138047795","10581","138047795","10581","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Agriculture","Farm Service Agency","797099182","13535","797099182","13535","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Agriculture","Federal Crop Insurance Corporation","10236","414","1405","405","8831","9","13.726064869089488","97.82608695652173","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Agriculture","Food Safety and Inspection Service","1025905","703","929411","621","96494","82","90.5942558034126","88.33570412517781","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Agriculture","Food and Nutrition Service","10581621","266","48918","4","10532703","262","0.462292119515526","1.5037593984962405","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Agriculture","Forest Service","70606828","1185","64764987","361","5841841","824","91.72623786470056","30.464135021097047","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Agriculture","Rural Development","735813096","29045","735725157","28927","87939","118","99.98804873133163","99.59373386124979","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Agriculture","U.S. Department of Agriculture","21857579","4163","16757445","2047","5100134","2116","76.66651919684243","49.171270718232044","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Department of Commerce","null","57799410","6429","57799410","6429","0","0","100.0","100.0","CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","Bureau of Industry and Security","36366405","27","36366405","27","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","Bureau of the Census","2058507","4290","2058507","4290","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","Economic Development Administration","5120584","11","5120584","11","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","Economic and Statistical Analysis","0","0","0","0","0","0","0.0","0.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","General Administration","4660","1","4660","1","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","International Trade Administration","0","0","0","0","0","0","0.0","0.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","Minority Business Development Agency","0","0","0","0","0","0","0.0","0.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","NOAA","12690388","1272","12690388","1272","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","Nat'l Institute of Standards& Technology","673322","5","673322","5","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","Nat'l Telecomm & Information Admin.","296092","1","296092","1","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","National Technical Information Service","0","0","0","0","0","0","0.0","0.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","Office of the Inspector General","0","0","0","0","0","0","0.0","0.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Commerce","Patent and Trademark Office","589452","822","589452","822","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Department of Defense","null","2940707585","1477393","1016533001","261567","1924174584","1215826","34.5676328440524","17.704632416696167","CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Defense","Consolidated Report","2940707585","1477393","1016533001","261567","1924174584","1215826","34.5676328440524","17.704632416696167","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Department of Education","null","130677439492","22310335","130597689767","22310123","79749725","212","99.93897207864646","99.99904976774216","CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Education","Departmental Management","1344545335","2140","1264795610","1928","79749725","212","94.06864737662416","90.09345794392523","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Education","Federal Student Aid","129332894157","22308195","129332894157","22308195","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Education","Office of Postsecondary Education","0","0","0","0","0","0","0.0","0.0","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Department of Energy","null","14108003","93","14108003","93","0","0","100.0","100.0","CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Energy","Bonneville Power Administration","1368925","25","1368925","25","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Energy","Energy Consolidated Reports","12739078","68","12739078","68","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
"2021-12-31","Agency","Department of Health & Human Services","null","9703220236","1142310","9518742450","1117824","184477786","24486","98.09879832145242","97.85644877485096","CFO","2022","1","2021","4","12","31"
"2021-12-31","Bureau","Department of Health & Human Services","Administration for Children and Families","32668440","1744","32668440","1744","0","0","100.0","100.0","null","2022","1","2021","4","12","31"
